A,B,C,D,LABEL
,,,20319524.0,0
,171013150000.0,,425381072.5,0
2.0,590000.0,590000.0,1050316821.0,0
14.0,2657000000.0,3316670851.0,2320276.0,0
251.0,7813739945.0,16670710959.0,,0
,529849695748.0,,2349515939.0,0
,641809445139.0,,3458813529.0,0
,,,38506.0,0
,318150000000.0,,1708245935.3,0
,1500000000.0,,8830714.0,0
24.0,442063500.0,517765580.0,110851968.0,0
,,,22425.0,0
4.0,54537300.0,55062300.0,2210551.0,0
,,,1002740925.0,0
,602080000000.0,,19279571.0,0
,511908000000.0,,90401025.0,0
27.0,262600000.0,506707076.0,456384.0,0
,659200000000.0,,223860202.0,0
,168635101404.0,,,0
52.0,1667533679.0,7348333674.0,128717500.0,0
,,,2261510.0,0
,,,80086459.0,0
,624000000.0,,452115.0,0
,53424000000.0,,5126017.0,0
,3200000000.0,,105849845.0,0
,,,4256864.0,0
7.0,5908500000.0,6042904800.0,4535724.0,0
,17898583163076.0,,4684291066.0,1
6.0,4354375290.0,8654375290.0,20526.0,0
,,,46150856.0,0
,,,52365.0,0
1.0,143000000.0,143000000.0,1273060.0,0
1627.0,134290437707.0,238572985716.0,7378538707.0,0
4.0,1050355643.0,1050355643.0,89969343.0,0
,,,91830.0,0
,130539861430.0,,29205123.0,0
6.0,,510977433.0,112525.0,0
,,,91574869.0,0
52.0,1698275458.0,4199604537.0,614622.0,0
,284425250868.0,,11007645.0,0
,4752000000.0,,,0
16.0,603757972.0,603757972.0,525191.0,0
,1605000000000.0,,656253578.1,0
,6354812852325.0,,97729225.0,0
,665000000.0,,1105698814.0,0
,,,2.0,0
,,,,0
85.0,1393499209.0,1827047946.0,4776385.0,0
109.0,31304809868.0,52524907466.0,10414719.0,0
,,,2191718.0,0
,63621152.0,,809889.0,0
,30800832000.0,,204213793.0,0
,,,,0
,1801873923920.0,,,0
,,,,0
25.0,24440346.0,43170111.0,23687.0,0
12.0,153628641.0,417806527.0,2894897.0,0
,14402798685.0,,,0
,,,28956122.0,0
,,,,0
16.0,8682471.0,1561065112.0,1000419.0,0
37.0,4503731700.0,9186995969.0,1706888.0,0
,,,29315.0,0
17.0,4379350.0,1583827397.0,35565.0,0
,866000000.0,,1737516.0,0
,689620946448.0,,149168636.0,0
,,,30628824.0,0
,5261022288.0,,1152907.0,0
,3793536000.0,,12750.0,0
109.0,5822798875.0,11210221482.0,15530764.0,0
16.0,2032055439.0,2075573091.0,10569.0,0
,,,639847488.0,0
25.0,1082325259.0,1646735701.0,2098847.0,0
8.0,2996400000.0,5005602417.0,2423609.0,0
1.0,,80000000.0,310154.0,0
,1708680363380.0,,16214836.0,0
,,,9747979.0,0
,,,253567502.0,0
,,,23787300.0,0
,5100000000.0,,3711302.0,0
,,,79304799.0,0
,30000000000.0,,220049105.0,0
1.0,,1000000.0,25333.0,0
,2300000000.0,,3355342.7,0
,,,,0
,,,61725953.0,0
23.0,1436586287.0,1774467351.0,116069549.0,0
2.0,33063.0,33063.0,15872861.0,0
3.0,279000000.0,403740000.0,3325315.0,0
,,,26299.0,0
,,,,0
21.0,462836390.0,889964034.0,29248025.0,0
,,,5855239820.0,0
,,,1246299.0,0
,46376720220.0,,,0
,,,,0
,,,6080113.0,0
107.0,260622875351.0,322286682620.0,936345.0,0
,,,627118486.0,0
,88905600.0,,646879541.0,0
,,,4272897.8,0
,,,19146.0,0
4.0,,96983742.0,3468136.0,0
2.0,535515707.0,535515707.0,2056223.0,0
,13200000000.0,,889886911.0,0
,,,6223635.0,0
106.0,14217668357.0,26262709356.0,328643393.3,0
,,,47381521.0,0
144.0,11433261848.0,18556344312.0,71467500.0,0
,,,367501858.0,0
1.0,1190263.0,1190263.0,,0
,140000000.0,,175471.0,0
,373600106.0,,2789171.0,0
,91833923907.0,,,0
,177852274250.0,,492435378.4,0
38.0,12793279465.0,13898180150.0,,0
,10560000000.0,,87335172.0,0
5.0,340000000.0,1010000000.0,12256554.0,0
9.0,710000000.0,950000000.0,73506.0,0
18.0,365535175.0,560432297.0,829982.0,0
,,,2147550.0,0
,,,25635.0,0
,504000000.0,,21628623.0,0
,,,45849.0,0
,,,29728747.0,0
,815395828892.0,,,0
1.0,,1000000.0,,0
,3703000000.0,,1321151.0,0
,,,107804.0,0
1.0,5000000.0,5000000.0,,0
,23670000.0,,20837973.0,0
,1306913023600.0,,,1
,,,888813.0,0
3.0,533987400.0,533987400.0,4606700.0,0
16.0,587624134.0,819780609.0,244738406.0,0
,12600000000.0,,1048060793.0,0
,,,70807503.0,0
15.0,606400000.0,1329500000.0,11904070.0,0
24.0,3944386286.0,4466404426.0,2627868.0,0
,4186852516.0,,,0
193.0,10931982587.0,16484946545.0,147903872.0,0
,45000000.0,,28095160.0,0
,,,64773489.0,0
,24886372605.0,,159187941.0,0
84.0,6188718629.0,13350161658.0,1000000.0,0
10.0,1508191316.0,6817092686.0,2351.0,0
,6009905050.0,,2438237.0,0
51.0,93614544.0,4194316741.0,56259.0,0
18.0,16159689.0,239781244.0,756613.0,0
2.0,4000000000.0,4000000000.0,7764804.0,0
,,,774990864.0,0
5.0,2000000.0,2222000000.0,1565199.0,0
,157200960000.0,,,0
,2400000.0,,,0
10.0,90896000.0,462567000.0,7034145.0,0
3.0,1064000000.0,1724455313.0,225179650.0,0
,,,117062638.0,0
,,,2704.0,0
,294520765022.0,,,0
1.0,1000000.0,1000000.0,3155951.0,0
,22701030480000.0,,158671130.0,0
,,,1438778.0,0
,1100000000.0,,215943143.0,0
6.0,226300000.0,234300000.0,68144.0,0
,,,417299.0,0
,734655201456.0,,,0
,,,223622238.0,0
,60811418000.0,,655121159.0,0
58.0,1225118320.0,1769535972.0,480855189.0,0
,59832000000.0,,135463598.0,0
,,,13806.0,0
,,,15336723.0,0
12.0,35752000.0,171945662.0,68064767.0,0
,,,255707.0,0
,130000000.0,,3424761.0,0
,,,1934845.0,0
,374668952000.0,,132153701.0,0
,259290066134.0,,191633949.0,0
,150000000.0,,122523411.0,0
,2511271310256.0,,,0
,90000000.0,,2727085.0,0
1.0,60000000.0,60000000.0,61853712.0,0
,,,144486849.0,0
,,,79313.0,0
,,,131396.0,0
,12804446130.0,,,0
,686741169466.0,,2069666034.0,0
,,,1000469945.0,0
7.0,310000000.0,705000000.0,26365039.0,0
,6420000000.0,,5143718.0,0
78.0,,101977125828.0,4394867575.0,0
,,,4162886.0,0
,,,25227027.0,0
,132135406458.0,,,0
1.0,,97000000.0,123879576.0,0
,,,9937259.0,0
,,,3169120.0,0
,,,,0
,31436680000.0,,0.0,0
53.0,2858989683.0,5032134818.0,27769500.0,0
,160816204710.0,,,0
,2114000000.0,,28373607.0,0
,,,16317.0,0
,273210538018.0,,,0
,,,1061300.0,0
,192775132328.0,,,0
,,,20006957.0,0
,37987559115.0,,679882.0,0
180.0,21943382669.0,51284176469.0,1589051951.0,0
205.0,24677136263.0,45033420054.0,,0
309.0,70967715450.0,87981842882.0,60037461.0,0
,,,1849506.0,0
18.0,713586274.0,1829859384.0,27975761.0,0
,,,19357.0,0
,,,1786616.0,0
,117495231672.0,,,0
2.0,5033755551.0,5033755551.0,1165725.0,0
,295325089504.0,,,0
,,,3011261.0,0
,,,263211232.0,0
,8640000000.0,,2483009.0,0
21.0,17872731.0,34853275.0,1082165.0,0
4.0,77260000.0,77260000.0,41666.0,0
184.0,5128542656.0,8779625649.0,22404.0,0
,900000000.0,,45679372.0,0
,,,344750.0,0
9.0,,345524425.0,,0
66.0,6868723950.0,9789012470.0,198721491.0,0
88.0,114720000.0,5364291149.0,1742324.0,0
28.0,1358376985.0,2022578985.0,10020296.0,0
6.0,,46055969091.0,,0
44.0,1730567254.0,3420205627.0,94504565.0,0
,,,,0
,,,,0
29.0,343899500.0,561555000.0,1762585.0,0
,,,11950526.0,0
,7114375380.0,,50343067.0,0
,,,46659769.0,0
,43717106911434.0,,,0
,,,1073214.0,0
,23837907606.0,,,0
1.0,21000000000.0,21000000000.0,61235.0,0
18.0,25729016.0,50490025.0,3050674.0,0
,2288784254.0,,,0
30.0,959765424.0,1570823740.0,2265502.0,0
4.0,34056000.0,97856000.0,22560652.0,0
,935000000.0,,8875235.0,0
538.0,80971017765.0,154241414390.0,2720212118.3,0
108.0,6021817401.0,10784953741.0,35966336.7,0
,,,38113071.0,0
,,,28246056.0,0
,,,3404797.0,0
,5906000000.0,,321940577.0,0
,,,18215824.0,0
1.0,50000000.0,50000000.0,14470331.0,0
,246600000000.0,,9662147.0,0
,45772567164.0,,8859986.0,0
,5306310000.0,,209153251.0,0
,4292000000.0,,212516345.0,0
,13811348061000.0,,6027680515.0,0
,,,5859913.0,0
,,,941310.0,0
,,,299366777.0,0
1.0,14587200.0,14587200.0,8307311.0,0
,9061000000.0,,42560944.0,0
10.0,,7524251690.0,13621374.0,0
,,,3356016.0,0
39.0,5135611129.0,10302547190.0,0.0,0
39.0,890350195.0,1256352727.0,1275836.7,0
,,,33414564.0,0
52.0,7023700911.0,12346209117.0,,0
,,,36284955.0,0
16.0,520056000.0,667156000.0,12884502.0,0
,,,45670.0,0
,,,5303073.0,0
,83460000000.0,,128544773.0,0
,,,346064614.0,0
,38935848624.0,,2633137.0,0
6.0,273931280.0,633342583.0,12869293.0,0
8.0,49685014065.0,49685014065.0,1311382.0,0
,563992000000.0,,274267989.0,0
,22316575350.0,,1017377242.0,0
22.0,16510000000.0,59310000000.0,649863575.0,0
84.0,2159818002.0,3888002094.0,3999705.0,0
,1803000000.0,,1322830.0,0
78.0,1860179837.0,4754642816.0,279806.0,0
,149100000000.0,,2590303588.0,0
,1827012824847378.0,,227434502758.1,0
180.0,5847943467.0,13698880180.0,,0
,2139474364980.0,,2432617903.0,0
,,,,0
22.0,261992720.0,728925773.0,21083872.0,0
10.0,344433290.0,580597790.0,167325557.0,0
,,,6401506.0,0
25.0,33070599291.0,33070599291.0,,0
158.0,26333793847.0,45872564026.0,390975013.0,0
,,,130984130.0,0
1.0,,38000000.0,48002638.0,0
,,,548055513.0,0
59.0,1050136000.0,1328391000.0,1429335.0,0
75.0,8273137827.0,22978989672.0,16490783.0,0
,84788172090.0,,1456103949.0,0
,,,615599.0,0
12.0,327281255.0,10372254170.0,20200049.0,0
,46655000000.0,,6268476.0,0
57.0,3236183202.0,5175443202.0,608182.0,0
,,,94294882.0,0
4.0,5009912352.0,5009912352.0,2659678.0,0
,,,49178346.0,0
,,,16277648.0,0
,,,7909562.0,0
3.0,1940000000.0,1940000000.0,2754061.0,0
11.0,1390691033.0,36847048033.0,15814787.0,0
,3700985504200.0,,6108195.0,0
12.0,371000000.0,943000000.0,35403095.0,0
165.0,2126367813.0,3666217017.0,,0
123.0,7819416296.0,11937110036.0,,0
106.0,3439599252.0,4790185221.0,86413472.0,0
,903000000.0,,12229562.0,0
,11473426437.0,,,0
,491529067.0,,939707.0,0
,216451033568.0,,1551748.0,0
2.0,4500000.0,4500000.0,3533023.0,0
40.0,631326269.0,1103815069.0,9479830.0,0
,1521205500.0,,7522985.0,0
4.0,,1366498800.0,2061140.0,0
73.0,5026090748.0,6049677478.0,136809577.0,0
,25550000000.0,,50716360.0,0
34.0,24568997.0,35986215.0,362607.0,0
,,,1440889.0,0
,665000000.0,,1153304.0,0
,,,15539995.0,0
,6960933583488.0,,,0
,,,8743.0,0
,,,2606165.0,0
,,,1805742.0,0
1.0,37000000.0,37000000.0,18427121.0,0
173.0,37667771590.0,52999099391.0,11966091.0,0
,,,1663051.0,0
,272640000.0,,6465125.0,0
,,,270582128.0,0
,39063398936.0,,,0
85.0,13829474984.0,24580167610.0,,0
,8291400000.0,,61389974.0,0
95.0,14227205093.0,19933855477.0,,0
,31944310309.0,,3283513.0,0
,1706657448940.0,,,0
,,,635277794.0,0
,1166329313985.0,,79492182.0,0
85.0,1423648040.0,2657655551.0,0.0,0
1.0,1500000000.0,1500000000.0,1000.0,0
,,,4285824.0,0
1.0,1047000.0,1047000.0,,0
25.0,460621357.0,18091104875.0,581238087.0,0
,,,6920423.0,0
17.0,7292024326.0,11161024326.0,3289005.6,0
,418713064430.0,,,0
,,,,0
,,,408705473.0,0
,,,37058447.0,0
,,,,0
,,,47757327.0,0
42.0,1180000000.0,6319766319.0,16764039.0,0
37.0,25988400000.0,41290500000.0,1015034.0,0
,,,901405409.0,0
,31020000000.0,,107926287.0,0
,,,,0
,,,1144076.0,0
504.0,300110748827.0,457512572504.0,581831647.9,0
,6952300484980.0,,397973502.0,0
92.0,6408289413.0,10030203483.0,1174235963.0,0
,2938260000.0,,5888226.0,0
5.0,34919980.0,3279919980.0,27430958.0,0
,345093516098.0,,,0
,,,19540262.0,0
,,,5006807.0,0
,,,,0
36.0,779337760.0,1522915040.0,1593846.0,0
,,,39358.0,0
,,,98395586.0,0
,,,941523.0,0
141.0,1121761970.0,11403411373.0,,0
19.0,2751587945.0,4758532312.0,2099076.0,0
,117051798266.0,,74939849.0,0
2.0,9337641.0,9337641.0,10804.0,0
212.0,37874672115.0,55727223765.0,,0
,996998131710.0,,1372823375.0,0
,,,17342.0,0
,,,40457610.0,0
,5714802940.0,,,0
,,,770691980.0,0
,5501155000.0,,74745032.0,0
,,,29784869.0,0
,113223804692.0,,96877733.0,0
1.0,133400000.0,133400000.0,26706.0,0
,,,4427611.0,0
,,,96616687.0,0
,26000000000.0,,180730745.0,0
,,,,0
,416619128673.0,,433969.0,0
,409860000000.0,,181967630.0,0
3.0,200000000.0,505000000.0,57071865.0,0
,,,,0
,6634167000.0,,1552689.0,0
33.0,393428557838.0,682810545972.0,6656498073.0,0
,2230399000000.0,,57251124.0,0
36.0,855273450.0,1631096044.0,,0
11.0,1915054100.0,1925054100.0,44023543.0,0
,,,,0
,,,126325169.0,0
,340000000.0,,19313768.0,0
,,,74604710.0,0
15.0,215500000.0,336487962.0,1540060.0,0
,3722659197.0,,12884749.0,0
4.0,70191765.0,183365765.0,17554333.0,0
,10184133268.0,,22857240.0,0
,23100000000.0,,201050546.0,0
,,,28813.0,0
,460712355898.0,,,0
,,,2108303.0,0
,56644000.0,,94462201.0,0
,50977319922.0,,9050691.0,0
,440000000.0,,79696.0,0
,,,185212757.0,0
5.0,2606874794.0,2606874794.0,,0
,,,2835687.0,0
,,,19402678.0,0
,,,,0
,223674690846.0,,,0
,14650808160.0,,,0
,,,2437474.0,0
,,,4747798.1,0
2.0,2851000000.0,2851000000.0,1447878626.1,0
,1304446000.0,,542.0,0
10.0,362000000.0,553648792.0,556311.0,0
3.0,93611074.0,93611074.0,17552531.0,0
,13040000000.0,,246494603.0,0
,,,20779102.0,0
,598377707764.0,,,0
,21390347376.0,,9534876.0,0
1.0,60000000.0,60000000.0,81824420.0,0
,,,3525127.0,0
,110783019.0,,39622456.0,0
,,,,0
,,,10091360.0,0
5.0,504500000.0,606800000.0,151713.0,0
,,,392668.0,0
,,,23284508.0,0
,,,7437610.0,0
2.0,6500000.0,6500000.0,3181673.0,0
,,,73969035.14,0
,,,2357483.0,0
,,,1175523.0,0
,1466126988690.0,,295539871.0,0
,,,10996544.0,0
,6195494622.0,,5653.0,0
,35400000000.0,,144953234.0,0
,,,,0
,25489590000.0,,255787.0,0
163.0,6667721334.0,15687794411.0,381735357.0,0
11.0,45944000000.0,100164300000.0,,0
63.0,112166467.0,194537052.0,5335.0,0
,275773329588.0,,233025855.0,0
,29619562400.0,,95867309.0,0
,,,163897.0,0
,,,3068735.0,0
,,,4102405563.0,0
28.0,7613033666.0,14049161947.0,,0
5.0,82278600.0,146278600.0,9319325.0,0
2.0,58000000.0,111500000.0,1979580.0,0
3.0,1000000000.0,1000000000.0,247724208.0,0
,108721804454.0,,376279743.0,0
77.0,3513631000.0,10673786108.0,626202740.0,0
,,,,0
,121500000000.0,,2500242484.0,0
,194990000000.0,,224839674.0,0
,,,5062530.0,0
66.0,1591873002.0,3563678582.0,50978.0,0
1.0,1034000000.0,1034000000.0,98816.0,0
,,,25277252.0,0
,,,2196527.0,0
,,,1868713.0,0
,,,168683832.0,0
,3144000000.0,,4582833.0,0
1.0,2000000000.0,2000000000.0,2295441.0,0
2.0,13824000.0,108824000.0,187104.0,0
,,,97993868.0,0
,,,28350.0,0
,4218000000.0,,43131377.0,0
,,,8872867.0,0
,38700000000.0,,34802337.0,0
,,,,0
,,,10155840.0,0
,8765789586.0,,,0
16.0,2601249485.0,3653209478.0,2668435.0,0
2.0,610595309.0,610595309.0,218285.0,0
,,,3148431.0,0
,60866366400.0,,44210170.0,0
,,,2554779.0,0
,,,2378023.0,0
47.0,425348120.0,957610520.0,281765.0,0
,,,23696490.0,0
,,,130955395.0,0
,95756383578.0,,462000781.0,0
,3164615319356.0,,,0
,,,5457319.0,0
,,,8922199.0,0
,,,27414.0,0
,,,852866.0,0
,,,18736723.0,0
,,,81933.0,0
,253181000000.0,,,0
3.0,4410000000.0,4410000000.0,134166273.0,0
8.0,134501200.0,194701200.0,105137249.0,0
,54528500000.0,,122843187.0,0
,,,63700144.0,0
4.0,3396608.0,7094912.0,3520838.0,0
,,,621748.0,0
,114150988556.0,,1247707950.0,0
,157528892.0,,,0
14.0,339200000.0,563800000.0,1244711.0,0
,,,1234689.0,0
,634339506053.0,,53579530.9,0
,,,18995903.0,0
,,,8066.0,0
,833455923040.0,,6319562455.0,0
6.0,620000000.0,1140000000.0,15447058.0,0
44.0,30692620.0,53665938.0,2990.0,0
,860700000000.0,,2502062640.0,0
6.0,1530892849.0,3431018721.0,157798.0,0
,,,189292195.0,0
,,,1041176.0,0
28.0,18847737.0,34411836.0,6404651.0,0
2.0,69000000.0,69000000.0,882881.0,0
,13893632.0,,,0
,,,4003589546.0,0
87.0,292855443.0,584476904.0,3358605.0,0
,245671352675.0,,4936077.0,0
,311686555500.0,,368127808.0,0
,,,360202.0,0
,172633200618.0,,,0
21.0,3513688453.0,6463659365.0,1566534521.0,0
,11876767160.0,,252727.0,0
,,,169178416.0,0
,,,35539846.0,0
33.0,5536737930.0,9322737930.0,8352909.0,0
36.0,23343531.0,40199334.0,35729.0,0
9.0,7504483393.0,12672826766.0,699221.0,0
,,,10927.0,0
,2200000000.0,,2460411.0,0
,,,161098.0,0
,5709500000.0,,38987316.0,0
,,,4026456874.0,0
,12624000000.0,,764369.0,0
,,,2224718.0,0
,,,2672097.0,0
26.0,1402000000.0,2400000000.0,99171639.0,0
,,,17042.0,0
,441277567929.0,,616141542.0,0
,,,1522186.0,0
,354442632360.0,,9265131.0,0
,5705578046.0,,854713619.1,0
,1004447004000.0,,433631846.0,0
,,,,0
26.0,978870791.0,1950227112.0,1342383.0,0
,15507081702.0,,4242367.0,0
,,,181334145.0,0
9.0,98020000.0,101585156.0,11316.0,0
,99354711278.0,,,0
1.0,,235000000.0,2437293.0,0
,,,1494113.0,0
,,,4762694.0,0
,,,10017792.0,0
1.0,45257160.0,45257160.0,45257160.0,0
13.0,496032374.0,837236428.0,2630775.0,0
19.0,2203410000.0,3934991500.0,1001336.0,0
,,,4059560228.0,0
92.0,11123189625.0,44875282842.0,23109496.0,0
4.0,758772357.0,758772357.0,,0
,334950000000.0,,6465576135.0,0
,,,92580.0,0
,143237864.0,,,0
,,,25726.0,0
,32340000000.0,,55652296.0,0
,,,44844832.0,0
,,,67906.0,0
,50254339100.0,,,0
9.0,1740330385692.0,1740330385692.0,25316698.0,0
26.0,1007395067.0,1524162412.0,182523.0,0
1.0,3500000000.0,3500000000.0,,0
,,,1587437.0,0
,,,18539345.0,0
,,,218860466.0,0
2.0,86000000.0,86000000.0,110956.0,0
,30221944749.0,,226199.0,0
74.0,35055402024.0,94286268702.0,20330040.0,0
,,,17461916.0,0
,,,24462901.0,0
,268230901428.0,,590956035.0,0
28.0,19000911916.0,32950911916.0,750515237.0,0
263.0,46746761182.0,100996256614.0,10953987.0,0
,945000000.0,,39894.0,0
1.0,,20084647.0,2564110.0,0
,,,93491353.0,0
,35435761865.0,,11407311.0,0
360.0,2572506366.0,21132096394.0,1256682760.0,0
9.0,326500000.0,529500000.0,165756.0,0
,,,1022525.0,0
,452376000.0,,998553949.0,0
,225807311623.0,,2595658.0,0
,,,308911396.0,0
,87057203750.0,,1599005.0,0
,791971912240.0,,161877505.0,0
,,,3502178.0,0
,,,1098238.0,0
,,,354455895.0,0
,1050376470.0,,206180234.0,0
8.0,110000000.0,219500000.0,5506043.0,0
,12060000000.0,,28488897.0,0
70.0,2259940000.0,4119940000.0,2812647.0,0
,,,5459101.0,0
,2640000000.0,,86093504.0,0
131.0,9289991718.0,14426030636.0,,0
4.0,,72929774.0,828754.0,0
10.0,,159175772.0,9379843.0,0
,8871169452.0,,,0
6.0,146750000.0,7855528826.0,1973260.3,0
30.0,4188664564.0,7117709935.0,,0
2.0,,2500000.0,8400.0,0
,11964924910632.0,,128762167.0,0
,,,3057597.0,1
,,,1794955.0,0
,514241886015.0,,,0
35.0,87895318.0,2162492518.0,0.0,0
,155304000000.0,,918201640.0,0
,,,9205214.0,0
33.0,31341459113.0,62856374486.0,127168115.6,0
7.0,1003900000.0,1504400000.0,,0
91.0,5880361373.0,12223567564.0,3208841.0,0
,,,65739484.0,0
,121261118580.0,,,0
,,,75135428.0,0
85.0,4539804239.0,9232933687.0,10212235.0,0
,20650000000.0,,1794957.0,0
,18285123810.0,,,0
,917651104606.0,,2980180502.44,0
,,,121038.0,0
20.0,575085593.0,585981741.0,814178.0,0
27.0,3288947095.0,7770203360.0,25314874.0,0
,12411360.0,,10775584.0,0
,,,5094128.0,0
,1320000000.0,,180380256.0,0
,,,,0
,,,1276945.0,0
,12120005440.0,,524370297.0,0
,,,267065.0,0
,62866920960.0,,36034951.0,0
,6566912896.0,,135611414.0,0
,,,21450.0,0
72.0,78618897.0,787456932.0,14747131.0,0
,,,520358538.0,0
,34500000000.0,,112127680.0,0
,,,,0
,1740000000.0,,22464466.0,0
,,,97576779.0,0
23.0,117825929.0,308250089.0,75683396.0,0
12.0,44600000000.0,57300000000.0,2383966403.0,0
,15385200000.0,,765221222.0,0
,840000000.0,,20065677.0,0
16.0,522431692.0,952431692.0,5522844.0,0
,21428887623.0,,1315426.0,0
85.0,14081959663.0,26833788299.0,559160689.0,0
40.0,2975843000.0,5999819200.0,133493691.0,0
,,,6991122294.0,0
,,,1252959.0,0
91.0,19643965399.0,28396791121.0,69747905.0,0
,40747669287.0,,1311863620.0,0
,8384600000.0,,105553772.0,0
,,,80652656.0,0
41.0,11200000000.0,18758378400.0,16206991.0,0
,,,183262687.0,0
,112591850314.0,,1361670.0,0
,,,,0
,301204140.0,,7821447.0,0
20.0,43683200.0,945185667.0,406830.0,0
,,,4526269.0,0
25.0,3938805098.0,5498000958.0,208742192.75,0
,,,4760330.0,0
1.0,10000000.0,10000000.0,10836200.0,0
,26860000000.0,,12621506.0,0
9.0,3050000000.0,9000542747.0,14194637.0,0
,,,7702701.0,0
,12793179486.0,,45107538.0,0
,981806980350.0,,,0
242.0,22840874441.0,43990765080.0,4624017748.0,0
,,,19200119.0,0
2.0,1500000.0,3000000.0,2074357.0,0
,,,61837.0,0
,25800000000.0,,3284577.0,0
,253120879284.0,,,0
,,,52808.0,0
,631752770124.0,,873853691.9,0
,,,4200.0,0
81.0,7332884151.0,11705679323.0,1501761.0,0
,1080000000.0,,31695472.0,0
24.0,6521041096.0,15093519567.0,2102034.0,0
,,,4501718.0,0
,,,,0
8.0,1834059538.0,1834059538.0,425282.0,0
19.0,2513376288.0,5030483648.0,46490783.0,0
7.0,420300000.0,3450300000.0,744557.0,0
5.0,51290406.0,121290406.0,10850839.0,0
,4033924669818.0,,381157649.0,0
149.0,12501400933.0,31913303384.0,331016.0,0
,29700000000.0,,152049137.0,0
,,,1073045.0,0
,,,936813.0,0
,5734589515.0,,28705280.0,0
24.0,1249207228.0,1327817169.0,12013948.0,0
,,,115150.0,0
,,,104438.0,0
8.0,352663247.0,700273247.0,1451120.0,0
,190191220672.0,,349543764.3,0
,,,22616608.0,0
,1838400000.0,,80492805.0,0
,350509416000.0,,793410707.7,0
,,,47390139.0,0
,68003016459.0,,1317017903.6,0
,29356472880.0,,184805863.0,0
5.0,57644000.0,209566009.0,22935232.0,0
,,,58526.0,0
,,,464551.0,0
,,,512733.0,0
,,,323077.0,0
38.0,815042938.0,15861473118.0,2228027.0,0
,32648463789.0,,32520910.0,0
,,,872924.0,0
,,,81678539.0,0
,93465066695.0,,192533404.0,0
,87696660296.0,,63092231.0,0
32.0,5289286156.0,9101487650.0,,0
,8000000.0,,52556580.0,0
18.0,1513209124.0,1941959124.0,25147140.6,0
12.0,37292735304.0,49864105167.0,329284.0,0
,,,15807635.0,0
440.0,38593388383.0,62745010096.0,176247091.0,0
,,,27381817.0,0
,381600000000.0,,487136960.0,0
,,,58817338.0,0
,,,42254.0,0
,,,127113.0,0
1.0,,535318603.0,2800164.0,0
121.0,1294373938.0,3334769862.0,1638073.0,0
,1350000000.0,,135184859.2,0
,750000000.0,,14492916.0,0
,859889240700.0,,40936394.0,0
,,,154461820.0,0
233.0,109688437340.0,165454584542.0,1002229803.0,0
,15397482469.0,,589560.0,0
,52096000000.0,,,0
,2589176313000.0,,,0
,145692337792.0,,34931814.0,0
,941874178196.0,,9999850.0,0
,,,370066.0,0
19.0,11560933677.0,28760623022.0,38681507.0,0
,,,43870299.0,0
622.0,31191404157.0,68081766457.0,1800106265.0,0
241.0,11299779502.0,20916957345.0,394888775.0,0
50.0,2752208577.0,4712626385.0,,0
,,,54862850.0,0
,1512000000.0,,130298346.0,0
,152667750000.0,,1657721546.0,0
,209547636084.0,,17022481.0,0
,,,4801812.0,0
18.0,170856679.0,664731782.0,918638.0,0
,,,2110.0,0
,41610000000.0,,60753955.0,0
,,,103855285.0,0
6.0,129076925.0,129076925.0,,0
,1170000000.0,,17836206.0,0
31.0,27107886.0,47049887.0,447140.0,0
,75000000.0,,24559457.0,0
,13260000000.0,,174549185.0,0
,1155918000000.0,,18299095.0,0
5.0,1009213875.0,1009213875.0,790758.0,0
,32189649380.0,,1120819715.4,0
54.0,3423527519.0,5966016120.0,20159391.0,0
,48202946208.0,,1164037.0,0
,,,154437.0,0
12.0,24709094154.0,24709094154.0,21380011.0,0
2.0,,103791400.0,21337847.0,0
,37015812651840.0,,1912276.0,0
,,,9656899.0,0
,,,7321710.0,0
,,,730297212.0,0
,,,1524825.0,0
8.0,260000000.0,696000000.0,27241860.0,0
32.0,3335196749.0,4192473989.0,122332.0,0
,,,376665985.0,0
,,,,0
,,,4836554.0,0
19.0,8542245321.0,12893657519.0,98248041.0,0
331.0,2938861541.0,5488176028.0,,0
322.0,2405297081.0,3964332931.0,40800.0,0
,,,1002365901.0,0
2.0,100000000.0,100000000.0,1096.0,0
,5642285434.0,,2923480.0,0
,317720915826.0,,4368071201.0,0
,650000000.0,,15778078.0,0
,,,2806468.0,0
22.0,71699067.0,96198868.0,,0
,5481820000000.0,,1590455703.5,0
,38363068450.0,,,0
,,,5615790.0,0
,3280000000.0,,,0
,2590000000.0,,258825.0,0
13.0,247500000.0,407500000.0,3057836.0,0
,41067000000.0,,547418.0,0
,1194310477850.0,,2014815.0,0
,,,100000.0,0
,,,19386237.0,0
,952406148508.0,,117195582.0,0
,,,,0
40.0,521080148.0,929365901.0,7638388.0,0
,,,42778.0,0
,7668461485230.0,,348898170.0,0
,30000000000.0,,141877842.0,0
,16796000000.0,,20756609.0,0
11.0,181097356.0,886597356.0,123440772.0,0
26.0,757354000.0,1514839336.0,3373948.0,0
